"ï..URI";"Vase.Number";"Fabric";"Technique";"Sub.Technique";"Shape.Name";"Provenance";"Date";"Inscriptions";"Attributed.To";"Decoration";"Collection.Record";"Publication.Record";"Inscriptions.II";"Measurements";"Volume";"Weight";"Restorations";"Ornament";"Technical.Observations"
"http://www.beazley.ox.ac.uk/record/2869B52C-925A-4F65-8AE4-791A2D2632DE";204699;"ATHENIAN";"RED-FIGURE";"";"CUP FRAGMENTS";"";"-500 to -450";"";"MAKRON by BEAZLEY";"PELEUS AND THETIS (?), NEREIDS, ONE WITH DOLPHIN";"Florence, Museo Archeologico Etrusco: PD281 | Florence, Museo Archeologico Etrusco: PD278 | Florence, Museo Archeologico Etrusco: PD280";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 460.18 | Beazley, J.D., Paralipomena (Oxford, 1971): 377 | Corpus Vasorum Antiquorum: FIRENZE, REGIO MUSEO ARCHEOLOGICO 4, III.I.8, PL.(1697) 125.2B, 125.3, 125.3A <a target=_blank href=browseCVARecord.asp?id={2869B52C-925A-4F65-8AE4-791A2D2632DE}&startRef=>View Whole CVA Plates</a> | Kunisch, N., Makron (Mainz, 1997): PL.60.167";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/CE3FD07A-59EF-4D5C-80EA-28DC550AAF78";44883;"ATHENIAN";"BLACK-FIGURE";"";"SKYPHOS FRAGMENT";"ITALY, ADRIA";"-525 to -475";"";"";"MAN";"Adria, Museo Archeologico Nazionale: 22602 |";"Corpus Vasorum Antiquorum: ADRIA, MUSEO ARCHEOLOGICO NAZIONALE 2, 30, PL.(2943) 30.8 <a target=_blank href=browseCVARecord.asp?id={CE3FD07A-59EF-4D5C-80EA-28DC550AAF78}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/972BC1FC-FC9D-42F7-9390-67857812FB00";3478;"ATHENIAN";"RED-FIGURE";"";"CUP B";"";"-475 to -425";"";"";"A: DRAPED YOUTHS WITH HORSE, ONE WITH STAFF, TREE, OBJECT (?) SUSPENDED | B: DRAPED YOUTHS WITH HORSE, STELE | I: WARRIOR BETWEEN STELE (?) AND SHIELD, DEVICE, DISCS";"Lausanne, Musee Olympique | London, market, Sotheby's";"Dozio, E. et al. (eds.), Gli atleti di Zeus, Lo sport nell'antichita (Milan, 2009): 181, NO.110 (COLOUR OF A, B AND I) | Sotheby, sale catalogue: 9.12.1974, PL.OPP.160, NO.264 (I, A)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/ACAFFBD9-3C4F-49C2-98F0-794E1E4D9BAC";7936;"ATHENIAN";"BLACK-FIGURE";"";"PLATE FRAGMENT";"ATHENS, ACROPOLIS";"-600 to -550";"";"";"LOTUS PALMETTE CHAIN";"Athens, National Museum, Acropolis Coll.: 1.517 |";"Callipolitis-Feytmans, D., Plats attiques a figures noires (Paris, 1974): PL.3.5";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/8D4D07F1-91CC-4D82-BAC2-F50218F08DE1";220638;"ATHENIAN";"RED-FIGURE";"";"LEKANIS LID FRAGMENT";"GREECE";"-450 to -400";"";"MEIDIAS P by BEAZLEY | MEIDIAS P by JACOBSTHAL";"LD: DOMESTIC, WOMEN, ONE SEATED ON CHAIR, ONE WITH BOX AND SASH";"Gottingen, Georg-August-Universitat: J44 |";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 1327.82 | Beazley, J.D., Attische Vasenmaler des rotfigurigen Stils (Tubingen, 1925): 462.34 | Corpus Vasorum Antiquorum: GOTTINGEN, ARCHAOLOGISCHES INSTITUT DER UNIVERSITAT 4, 76, BEILAGE 8.5, PL.(4953) 27.3-4 <a target=_blank href=browseCVARecord.asp?id={8D4D07F1-91CC-4D82-BAC2-F50218F08DE1}&startRef=>View Whole CVA Plates</a> | Jacobsthal, P., Gottinger Vasen (Berlin, 1912): PL.15, FIG.47";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/6499B6A9-4B3C-4B03-84A1-B0AB62CA668E";15133;"ATHENIAN";"RED-FIGURE";"";"SKYPHOS FRAGMENTS";"ITALY, ETRURIA, VULCI (?)";"-475 to -425";"";"EUAICHME P by BLATTER";"A: DRAPED FIGURE WITH PHIALE AT HERM, YOUTH LEANING ON STAFF (?) | B: ATHLETE (?)";"Bolligen, R. Blatter |";"Antike Welt: 15 (1984) 2, 57-58, FIGS.1-3";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/300C7C6A-6855-4C9C-9872-DEF4714C0F20";9026353;"ATHENIAN";"BLACK-FIGURE";"";"CUP LITTLE MASTER LIP FRAGMENT";"RUSSIA, SOUTH, NYMPHAION";"";"";"VATICAN G 61, P OF by PETRAKOVA";"RAM";"St. Petersburg, State Hermitage Museum: NF41.627 |";"Corpus Vasorum Antiquorum: ST. PETERSBURG, STATE HERMITAGE MUSEUM 10, 28, PL.(842) 11.2 <a target=_blank href=browseCVARecord.asp?id={300C7C6A-6855-4C9C-9872-DEF4714C0F20}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/492226D3-5FAB-4B44-AFCF-A6BF53FBA695";7386;"ATHENIAN";"RED-FIGURE";"";"ASKOS";"CYPRUS";"-400 to -300";"";"";"A: LEOPARD | B: BIRD";"Nicosia, Cyprus Museum: 1980.III-3.7 | Nicosia, Cyprus Museum: 1980.III.3.7";"Bulletin de Correspondance Hellenique: 105 (1981), 971, FIG.8";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/C5D3587D-20B0-482B-9F7C-4872CDDBEBB2";9005548;"MYCENEAN";"";"";"STIRRUP JAR";"";"";"";"";"";"Rome, Museo Preistorico L. Pigorini: 86138 |";"Corpus Vasorum Antiquorum: ROMA, MUSEO PREISTORICO L PIGORINI 1, RODI.4, PL.(993) 2.8 <a target=_blank href=browseCVARecord.asp?id={C5D3587D-20B0-482B-9F7C-4872CDDBEBB2}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/5DAFCA1D-D864-419D-BDF6-8B64D0CDF87E";9008265;"ITALO-GEOMETRIC";"";"";"ASKOS";"";"";"";"";"";"Tarquinia, Museo Nazionale Tarquiniese: 3118 |";"Corpus Vasorum Antiquorum: TARQUINIA, MUSEO NAZIONALE 3, 36-37, PL.(2449) 28.1-5 <a target=_blank href=browseCVARecord.asp?id={5DAFCA1D-D864-419D-BDF6-8B64D0CDF87E}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/B2EB7AF1-0318-4B03-9147-0941F280A0EF";28480;"ATHENIAN";"RED-FIGURE";"";"OINOCHOE";"";"-425 to -375";"";"";"BD: HEADS OF YOUTH AND WOMAN IN HEADDRESS";"Yalta, Museum |";"Ancient Civilizations from Scythia to Siberia, An International Journal of Comparative Studies in History and Archaeology: 2 (1995) 1, 114, FIG.1 (PART)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/4E125902-4582-493D-A09C-4BBB1398D5A8";30690;"ATHENIAN";"RED-FIGURE";"";"CHOUS";"";"-450 to -400";"";"";"BD: DIONYSOS WITH THYRSOS, WOMAN SEATED, SLEEPING ? (ARIADNE ?)";"Paris, Musee du Louvre: CP12056 |";"Christiansen, J., Melander, T., Proceedings of the 3rd Symposium on Ancient Greek and Related Pottery, Copenhagen 31.8.-4.9.87 (Copenhagen, 1988): 330, FIG. 3 A-B | Lezzi-Hafter, A., Der Eretria-Maler, Werke und Weggefahrten (Mainz, 1988): PL.142A-B";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/B296FBA0-5EDE-4B81-A835-295BE34F7ADF";9015819;"SOUTH ITALIAN, GNATHIAN";"BLACK GLAZE";"ADDED COLOUR";"SKYPHOS";"";"";"";"";"";"Mainz, Romisch-Germanisches Zentralmuseum: 12895 |";"Corpus Vasorum Antiquorum: MAINZ, ROMISCH-GERMANISCHES ZENTRALMUSEUM 2, 43-44, PL.(2079) 22.2 <a target=_blank href=browseCVARecord.asp?id={B296FBA0-5EDE-4B81-A835-295BE34F7ADF}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/C57682E4-E1BD-4956-B28B-A17946040AD0";9016264;"ATHENIAN";"BLACK-FIGURE";"";"CUP FRAGMENT";"SICILY, GELA";"-575 to -525";"";"";"A: HORSEMAN";"Gela, Museo Archeologico |";"Notizie degli Scavi di Antichita: 14 (1960) 90, FIG.1C | Panvini, R. and Giudice, F. (eds.), Ta Attika, Attic Figured Vases from Gela (Rome, 2003): 410.PC4";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/4BB9CB85-FFF8-4EDF-A062-2E2C95E7F4D5";276059;"ATHENIAN";"RED-FIGURE";"";"SKYPHOS";"";"-475 to -425";"";"LEWIS P by BEAZLEY";"ATHLETE WITH JAVELIN (?), YOUTH";"Basel, H. Cahn: HC165 |";"Beazley, J.D., Paralipomena (Oxford, 1971): 436.29BIS";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/BA072A95-C2E5-4CAA-8EFD-19A14ECC8ACD";1010059;"ATHENIAN";"BLACK GLAZE";"";"CUP C";"";"";"";"";"";"Tours, Musee des Beaux-Arts: 863.2.86 |";"Corpus Vasorum Antiquorum: TOURS AND BOURGES, MUSEE DES BEAUX ARTS ET MUSEE DU BERRY, 18, PL.(1348) 12.4-5 <a target=_blank href=browseCVARecord.asp?id={BA072A95-C2E5-4CAA-8EFD-19A14ECC8ACD}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/A24EA9C0-CF75-47AE-A8DD-D4B0AD048648";12950;"";"";"";"";"";"-575 to -525";"";"";"";"";"MOVED TO RECORD NO.: 15038";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/FF52728F-CC31-447B-8530-23A2BE4F33E1";1012494;"CORINTHIAN";"";"";"PLEMOCHOE";"";"";"";"";"";"Warsaw, National Museum: 198011 |";"Corpus Vasorum Antiquorum: WARSAW, MUSEE NATIONAL 2, 18, PL.(215) 38.2.4.6 <a target=_blank href=browseCVARecord.asp?id={FF52728F-CC31-447B-8530-23A2BE4F33E1}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/B5EA1037-721B-4130-9953-F3DE7FF6B709";7299;"ATHENIAN";"BLACK-FIGURE";"";"LEKYTHOS";"";"-500 to -450";"";"DIOSPHOS P by UNKNOWN";"BD: GIGANTOMACHY, ATHENA AND GIANTS";"London, market, Christie's |";"Christie, Manson and Woods, sale catalogue: 6.5.1982, 34, NO.242";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/A1CB5375-507C-4107-AB98-04E79DE76E4E";2378;"ATHENIAN";"BLACK-FIGURE";"";"CUP LITTLE MASTER LIP";"ITALY, ETRURIA, CERVETERI (?)";"";"";"";"A,B2: INSCRIPTION BETWEEN PALMETTES | AB1: DEER";"Bolligen, R. Blatter |";"Archaologischer Anzeiger: 1973, 71, FIGS.3, 4 (PART OF A, PART OF B)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/79E2E5DA-4657-4369-B86B-AD0B8F583A5D";214729;"ATHENIAN";"RED-FIGURE";"";"KRATER, COLUMN";"";"-475 to -425";"";"HEPHAISTOS P by BEAZLEY";"A: RETURN OF HEPHAISTOS (?), DIONYSOS ON MULE, SATYR WITH WINESKIN PLAYING PIPES, MAENAD IN NEBRIS WITH TYMPANON | B: DRAPED YOUTHS, SOME WITH STAFFS, ONE WITH STAFF AND STRIGIL, BUILDING (DORIC COLUMN)";"Pregny, Baron E. de Rothschild | Paris, Baron E.de Rothschild | Berlin, Antikensammlung: 33683 | Berlin, Antikensammlung: L31";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 1114.4 | Beazley, J.D., Paralipomena (Oxford, 1971): 452 | Corpus Vasorum Antiquorum: BERLIN, ANTIKENSAMMLUNG 11, 76-77, BEILAGE 15.1, PL.(4578) 78.1-6 <a target=_blank href=browseCVARecord.asp?id={79E2E5DA-4657-4369-B86B-AD0B8F583A5D}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"<a href=http://www.beazley.ox.ac.uk/record/81E25D03-6079-4CFF-A5C5-F4232F51B81C target=_blank>http://www.beazley.ox.ac.uk/record/81E25D03-6079-4CFF-A5C5-F4232F51B81C</a>";9897;"ATHENIAN";"BLACK-FIGURE";"";"LEKYTHOS";"";"-525 to -475";"";"ARMING LEKYTHOI, GROUP OF THE by GIUDICE | PHANYLLIS GROUP by GIUDICE";"BD: CENTAUROMACHY, WARRIOR AND CENTAURS";"Sicily, market";"Giudice, F., I Pittori della Classe di Phanyllis, Vol.I., (Catania, 1983): PL.27.2";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/621DB9C7-EA27-426A-937C-4D6128BBE0F3";9007104;"SOUTH ITALIAN";"BUCCHERO";"";"OLLA";"";"";"";"";"";"Capua, Museo Campano: 85 |";"Corpus Vasorum Antiquorum: CAPUA, MUSEO CAMPANO 4, IV.B.BU.5, PL.(1972) 2.8 <a target=_blank href=browseCVARecord.asp?id={621DB9C7-EA27-426A-937C-4D6128BBE0F3}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/DFB53A08-A0C6-498A-82AA-ED958969EF3D";9018685;"ATHENIAN GEOMETRIC";"";"";"PYXIS";"";"";"";"";"";"Athens, National Museum: 726 | Athens, National Museum: EL456A";"";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/3258AB4B-8FAB-420D-A662-26C6AC4C6086";305137;"ATHENIAN";"BLACK-FIGURE";"";"PYXIS";"";"-600 to -550";"";"POLOS P by THIERSCH";"";"Amiens, Musee de Picardie: 3057.169.614-30 | Munich, market";"Beazley, J.D., Attic Black-Figure Vase-Painters (Oxford, 1956): 45.25 | Beazley, J.D., Paralipomena (Oxford, 1971): 20";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/E17EFC9D-28DC-4D51-BF89-222DFF8E98D2";201236;"ATHENIAN";"RED-FIGURE";"";"CUP";"ITALY, ETRURIA, CERVETERI";"-525 to -475";"";"ADRIA B300, P OF by BEAZLEY";"I: SYMPOSIUM, ARCHER";"Rome, Mus. Naz. Etrusco di Villa Giulia: 47259 |";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 142.2 | Beazley, J.D., Attic Red-figure Vase-painters, 1st ed. (Oxford, 1942): 117.5";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/23E0D244-5FCC-46B4-89D7-CEA7B02F4463";46636;"ATHENIAN";"RED-FIGURE";"";"CUP FRAGMENTS";"ATHENS, ACROPOLIS";"-475 to -425";"Named: LYKOS, [PA]LLAS";"";"A: WARRIOR AND YOUTH IN CHITONISKOS AND CHLAMYS WITH SPEAR DEPARTING (BOTH NAMED, LYKOS, PALLAS), ATHENA";"Athens, National Museum, Acropolis Coll.: 2.412 | Athens, National Museum, Acropolis Coll.: D68";"Graef, B. &amp; Langlotz, E., Die antiken Vasen von der Akropolis zu Athen, vol.2 (Berlin, 1933): PL.30.412 | Hesperia: 4 (1935) 232, FIG.7.23 (PART)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/CD0E94CB-F010-4E6A-87C3-6844F9A933A1";9034576;"PONTIC";"BLACK-FIGURE";"";"KYATHOS FRAGMENT";"";"";"";"";"";"Munich, Antikensammlungen: NI8341 |";"Corpus Vasorum Antiquorum: MUNICH, ANTIKENSAMMLUNGEN EHEMALS MUSEUM ANTIKER KLEINKUNST 17, 41, PL.(4672) 16.8 <a target=_blank href=browseCVARecord.asp?id={CD0E94CB-F010-4E6A-87C3-6844F9A933A1}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/88754A32-7713-482D-A8D0-C1AB9FBBEC97";12855;"ATHENIAN";"BLACK-FIGURE";"";"CUP LITTLE MASTER BAND FRAGMENT";"EGYPT, NAUCRATIS";"-550 to -500";"";"";"HORSES";"Cambridge, Fitzwilliam Museum: N216 | Cambridge, Fitzwilliam Museum: GR214.1894";"Corpus Vasorum Antiquorum: CAMBRIDGE, FITZWILLIAM MUSEUM 2, 43, PL.(500) 21.37 <a target=_blank href=browseCVARecord.asp?id={88754A32-7713-482D-A8D0-C1AB9FBBEC97}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/DA89BBF3-4DBA-449A-B18C-F3E0B6F40C9A";209438;"ATHENIAN";"RED-FIGURE";"WHITE GROUND";"LEKYTHOS";"";"-500 to -450";"";"TYMBOS WORKSHOP by BEAZLEY";"BD: FUNERARY, WOMAN KNEELING, TOMB";"Athens, National Museum: 1880 | Athens, National Museum: CC1724";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 761.18";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/F5D980A3-F8A7-4388-8C49-4EBE6128D8CC";207189;"ATHENIAN";"RED-FIGURE";"";"STAMNOS";"ITALY, FALERII";"-475 to -425";"";"VILLA GIULIA P by BEAZLEY";"A: CULT SCENE, LENAIA, MAENADS WITH SKYPHOI AND LADLE, AT STATUE OF DIONYSOS, STAMNOI AND FOOD (?) ON TABLE | B: MAENADS, WITH THYRSOS AND SKYPHOS";"Rome, Mus. Naz. Etrusco di Villa Giulia: 983";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 621.33 | Beazley, J.D., Attische Vasenmaler des rotfigurigen Stils (Tubingen, 1925): 350.17 | Beazley, J.D., Paralipomena (Oxford, 1971): 398 | Burn, L., and Glynn, R., Beazley Addenda (Oxford, 1982): 132 | Carpenter, T.H., with Mannack, T., and Mendonca, M., Beazley Addenda, 2nd edition (Oxford, 1989): 270 | Corpus Vasorum Antiquorum: ROMA, MUSEO NAZIONALE ETRUSCO DI VILLA GIULIA 1, III.I.C.6, III.I.C.7, PLS.(29-30) 13.1-3, 14.1 <a target=_blank href=browseCVARecord.asp?id={F5D980A3-F8A7-4388-8C49-4EBE6128D8CC}&startRef=>View Whole CVA Plates</a> | Dedalo: 3 (1922) 83 (A) | Duby, G., Perrot, M. (eds.), Histoire des femmes (Plon, 1991): 213, FIG.33 (A) | Estienne, S., et al. (eds.), Figures de dieux. Construire le divin en images (Rennes, 2014): PL.25 (COLOUR OF A) | Frickenhausen, A., Lenaenvasen (Berlin, 1912): 8-9, NO.19 | Heinemann, A., Der Gott des Gelages. Dionysos, Satyrn und Manaden auf attischem Trinkgeschirr des 5. Jahrhunderts v. Chr. (Berlin, 2016): 489, 498, FIGS.336, 343 (A AND B) | Hesperia: 58 (1989), PL.52A (A) | Isler-Kerenyi, C., Dionysos in Classical Athens. An Understanding through Images (Leiden and Boston, 2014): 128, FIG.70 (BOTTOM, A AND DRAWING OF B) | Moraw, S., Die Manade in der attischen Vasenmalerei des 6. und 5. Jahrhunderts v.Chr. (Mainz, 1998): PL.15.40A-B (A, B) | Panto, G. (ed.), I modi dell'Eros. Reperti archeologici a tema erotico del Museo di Antichita di Torino (Turin, 2011): 20, UNNUMBERED RIGHT (COLOUR OF A) | Thesaurus Cultus et Rituum Antiquorum: II, PL.102.214 (A)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/F7C87021-3200-4056-A246-2C7E235E2F71";12720;"ATHENIAN";"RED-FIGURE";"";"ASKOS";"CYPRUS, POLI";"-425 to -375";"";"";"A: LION | B: EAGLE ON ROCK";"Cambridge, Fitzwilliam Museum: GR4C.1890 | Cambridge, Fitzwilliam Museum: 4.1890";"Corpus Vasorum Antiquorum: CAMBRIDGE, FITZWILLIAM MUSEUM 1, 38, PL.(277) 39.2 <a target=_blank href=browseCVARecord.asp?id={F7C87021-3200-4056-A246-2C7E235E2F71}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/7F8D4EFD-5E07-4B42-A4CA-498A910123D5";301681;"ATHENIAN";"BLACK-FIGURE";"";"AMPHORA, NECK";"ITALY, ETRURIA, VULCI";"to -500";"Inscription: ACHILEOS, PENTHESILEA | Named: ACHILLES, PENTHESILEA";"THREE-LINE GROUP by BEAZLEY";"A: AMAZONOMACHY, ACHILLES AND PENTHESILEA, BOTH ON HORSEBACK AND NAMED FIGHTING OVER FALLEN AMAZON IN NEBRIS, DEVICE, DISCS | B: FIGHT, WARRIORS, SOME ON HORSEBACK, ONE FALLEN, DEVICE, DISCS";"Munich, Antikensammlungen: 1502 | Munich, Antikensammlungen: J478";"Beazley, J.D., Attic Black-Figure Vase-Painters (Oxford, 1956): 321.10 | Carpenter, T.H., with Mannack, T., and Mendonca, M., Beazley Addenda, 2nd edition (Oxford, 1989): 86 | Corpus Vasorum Antiquorum: MUNICH, MUSEUM ANTIKER KLEINKUNST 8, 31-33, BEILAGE B5, PLS.(1796-1797) 378.6, 379.1-2 <a target=_blank href=browseCVARecord.asp?id={7F8D4EFD-5E07-4B42-A4CA-498A910123D5}&startRef=>View Whole CVA Plates</a> | Muth, S., Gewalt im Bild, Das Phanomen der medialen Gewalt im Athen des 6. und 5. Jahrhunderts v. Chr. (Berlin, 2008): 370, FIG.263 (A)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/6E4CF9EB-027B-4BF4-AD52-1BF9A0079755";9015152;"CORINTHIAN";"BLACK-FIGURE";"";"JUG FRAGMENT";"";"";"";"";"";"Heidelberg, Ruprecht-Karls-Universitat: 62 |";"Corpus Vasorum Antiquorum: HEIDELBERG, UNIVERSITAT 1, 22, PL.(442) 8.13 <a target=_blank href=browseCVARecord.asp?id={6E4CF9EB-027B-4BF4-AD52-1BF9A0079755}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/F6EB8E20-A9EE-415A-9CAC-BA90690C0EB8";1000376;"SOUTH ITALIAN, CAMPANIAN";"BLACK GLAZE";"IMPRESSED";"STEMLESS CUP FRAGMENT";"";"";"";"";"";"Enserune, Mouret |";"Corpus Vasorum Antiquorum: ENSERUNE, MOURET, 27, PL.(258) 29.1 <a target=_blank href=browseCVARecord.asp?id={F6EB8E20-A9EE-415A-9CAC-BA90690C0EB8}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/AA92137C-75D9-47D9-81D7-1C9E212299ED";29416;"ATHENIAN";"RED-FIGURE";"";"KRATER, CALYX FRAGMENT";"ATHENS, AGORA";"-525 to -475";"";"";"DRAPED FIGURE, ANIMAL SKIN";"Athens, Agora Museum: P7646 |";"The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 30, PL.34.250";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/19B88A05-DF84-476F-BEF9-249AE657FE2F";9006596;"SOUTH ITALIAN, LUCANIAN";"RED-FIGURE";"";"AMPHORA, PANATHENAIC SHAPE";"ITALY, PISTICCI";"";"";"";"A: THREE WOMEN | B: THREE DRAPED YOUTHS";"Taranto, Museo Archeologico Nazionale: IG5001 | Taranto, Museo Archeologico Nazionale: IG8001";"Corpus Vasorum Antiquorum: TARANTO, MUSEO NAZIONALE 3, IV.D.4, PL.(1584) 6.1-2 <a target=_blank href=browseCVARecord.asp?id={19B88A05-DF84-476F-BEF9-249AE657FE2F}&startRef=>View Whole CVA Plates</a> | Trendall, A.D., The Red-Figured Vases of Lucania, Campania and Sicily (Oxford, 1967): 22.57";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/6FA48313-A287-463E-835A-11834F0F0966";390545;"ATHENIAN";"BLACK-FIGURE";"";"LEKYTHOS";"";"-525 to -475";"";"EMPORION P by HASPELS";"BD: NIKE FLYING OVER ALTAR BETWEEN YOUTHS LEANING ON STAFFS";"Athens, National Museum: 1723 | Athens, National Museum: CC876";"Haspels, C., Attic Black-figured Lekythoi (Paris, 1936): 264.35";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/EB54226C-7EF0-4ADE-AB33-D5B5C6D388DE";14870;"ATHENIAN";"BLACK-FIGURE";"WHITE GROUND SILHOUETTE";"SKYPHOS";"";"-525 to -475";"";"";"A,B: WARRIOR AND WARRIOR ON HORSEBACK FIGHTING BETWEEN PALMETTES, BOEOTIAN SHIELD";"London, market, Christie's |";"Christie, Manson and Woods, sale catalogue: 10.7.1974, PL.32, NO.109 (A)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/5FB6C20D-82B7-4557-B7F2-960BC1BD8B48";9025146;"ATHENIAN";"BLACK-FIGURE";"WHITE GROUND";"AMPHORA FRAGMENT";"";"";"";"LIGHT-MAKE CLASS by IOZZO";"FIGURE (LEG)";"Vatican City, Museo Gregoriano Etrusco Vaticano: AST | Vatican City, Museo Gregoriano Etrusco Vaticano: 36288";"Iozzo, M., La Collezione Astarita nel Museo Gregoriano Etrusco, Parte II, 1, Ceramica attica a figure nere (Vatican City, 2002): PL.32, NO.54";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/AD7ACC40-733C-42A6-9629-0327A1D1C008";9002574;"SOUTH ITALIAN, APULIAN";"RED-FIGURE";"";"FISH-PLATE";"";"";"";"";"";"Lecce, Mus. Prov. Sigismaondo Castromediano: 809 |";"Corpus Vasorum Antiquorum: LECCE, MUSEO PROVINCIALE SIGISMONDO CASTROMEDIANO 2, 35, PL.(298) 59.4 <a target=_blank href=browseCVARecord.asp?id={AD7ACC40-733C-42A6-9629-0327A1D1C008}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/086E44CE-50C5-4A7B-B7D9-B3A4E3C2B597";9024460;"ATHENIAN";"BLACK-FIGURE";"";"AMPHORA FRAGMENTS";"FRANCE, MARSEILLES";"";"";"";"FIGHT, HERAKLES AND WARRIOR (KYKNOS ?)";"Marseilles, Musee d'Archeologie Mediterraneenne: XI.C |";"Villard, F., La ceramique grecque de Marseille (VIe-IVe siecle), essai d'histoire economique (Paris, 1960: PL.6.1 | Zardini, F., The Myth of Herakles and Kyknos, A Study in Greek Vase-Painting and Literature (Verona, 2009): 440, FIG.72";NA;"";NA;NA;NA;NA;NA
